dataset,sigma,method,image,rho_1,rho_ratio_1,rho_phase_1,E_band1_clean,rho_2,rho_ratio_2,rho_phase_2,E_band2_clean,rho_3,rho_ratio_3,rho_phase_3,E_band3_clean,rho_4,rho_ratio_4,rho_phase_4,E_band4_clean
VOC,5,autoencoder,2008_008093_jpg.rf.0e39736e883b8478e9b70e848a6cd0f1.jpg,0.889794530886133,0.889794530886133,0.6823139115626499,3016954684329835.5,0.9856157026638946,0.9856157026638946,0.30601881148319443,16700158882715.498,0.47514713491170846,0.4751471349117084,-0.09600590123514863,4670836428354.969,0.49251175356712484,0.4925117535671248,-0.17328630806743273,2399574247512.6367
VOC,5,dncnn,2008_008093_jpg.rf.0e39736e883b8478e9b70e848a6cd0f1.jpg,0.9008173727124759,0.9008173727124759,0.6826275140094547,3016954684329835.5,0.8435293465335025,1.1564706534664975,0.4433691370045387,16700158882715.498,0.6837485856434751,1.316251414356525,0.29084248687125214,4670836428354.969,0.27554752335638677,1.7244524766436131,0.023920626256664912,2399574247512.6367
VOC,5,cae_pso,2008_008093_jpg.rf.0e39736e883b8478e9b70e848a6cd0f1.jpg,0.9249561620311302,0.9249561620311302,0.6804026905269266,3016954684329835.5,0.9887628894768757,1.0112371105231241,0.3540989228663548,16700158882715.498,0.5297070682586864,0.5297070682586864,-0.07070272948569634,4670836428354.969,0.5370442526041243,0.5370442526041243,-0.18057839004416976,2399574247512.6367
VOC,5,bm3d,2008_008096_jpg.rf.58e0d530c7defce30dfa8ce1bb29edb1.jpg,0.9994204372783141,0.9994204372783141,0.9916237604364299,2338478144494877.0,0.988534074824854,0.988534074824854,0.8943887906075103,29707808577167.445,0.9724273550588526,0.9724273550588526,0.7896330947829754,7402729190649.241,0.9665102669091719,0.9665102669091719,0.6996588022237693,4124061140788.9346
VOC,5,gaussian_filter,2008_008096_jpg.rf.58e0d530c7defce30dfa8ce1bb29edb1.jpg,0.9936165204283784,0.9936165204283784,0.9793535550527848,2338478144494877.0,0.33742534589657547,0.3374253458965754,0.5312028675732574,29707808577167.445,0.08004590728216854,0.0800459072821686,0.18909786748956636,7402729190649.241,0.05440223721311055,0.05440223721311049,0.057260866988343206,4124061140788.9346
VOC,5,autoencoder,2008_008096_jpg.rf.58e0d530c7defce30dfa8ce1bb29edb1.jpg,0.87513871044795,0.87513871044795,0.6632502448716973,2338478144494877.0,0.829107139990775,0.829107139990775,0.44142493542014416,29707808577167.445,0.2891812059666451,0.2891812059666451,-0.05821720953731213,7402729190649.241,0.22973920903847234,0.22973920903847234,-0.10508736208161751,4124061140788.9346
VOC,5,dncnn,2008_008096_jpg.rf.58e0d530c7defce30dfa8ce1bb29edb1.jpg,0.8888337402587514,0.8888337402587514,0.6643146621848084,2338478144494877.0,0.9532109357571082,1.0467890642428916,0.5932674740969348,29707808577167.445,0.8594284274213917,1.1405715725786083,0.4408179085432925,7402729190649.241,0.6660493701861152,1.3339506298138848,0.2694900002608134,4124061140788.9346
VOC,5,cae_pso,2008_008096_jpg.rf.58e0d530c7defce30dfa8ce1bb29edb1.jpg,0.8598295851707124,0.8598295851707124,0.6623146241786999,2338478144494877.0,0.8956477050459904,0.8956477050459904,0.484934029902109,29707808577167.445,0.369703771919042,0.369703771919042,-0.043701104653504075,7402729190649.241,0.2558880709848087,0.2558880709848087,-0.10903577611792903,4124061140788.9346
VOC,5,bm3d,2008_008683_jpg.rf.23bcd9d1ba86fb4d1e79f43a89743c60.jpg,0.9999086598687332,0.9999086598687332,0.9922233670062788,2394784016313304.0,0.9798205531360027,0.9798205531360027,0.863244118634518,14976448180189.066,0.9507467389319116,0.9507467389319116,0.7361966485649298,3468465426741.808,0.9391089728068944,0.9391089728068944,0.6083482970037926,1573500352592.8276
VOC,5,gaussian_filter,2008_008683_jpg.rf.23bcd9d1ba86fb4d1e79f43a89743c60.jpg,0.9962671648430103,0.9962671648430103,0.9828381037228018,2394784016313304.0,0.3674299549326818,0.3674299549326818,0.5383734313726877,14976448180189.066,0.12459592354203075,0.12459592354203082,0.19248728823939543,3468465426741.808,0.1379138377277005,0.13791383772770058,0.06520667523732626,1573500352592.8276
VOC,5,autoencoder,2008_008683_jpg.rf.23bcd9d1ba86fb4d1e79f43a89743c60.jpg,0.9611125946875007,0.9611125946875007,0.820303442623586,2394784016313304.0,0.9969548816152168,0.9969548816152168,0.5124756778848218,14976448180189.066,0.4731636957812313,0.47316369578123124,0.01240054835989246,3468465426741.808,0.5295555982964006,0.5295555982964008,-0.10005966728164073,1573500352592.8276
VOC,5,dncnn,2008_008683_jpg.rf.23bcd9d1ba86fb4d1e79f43a89743c60.jpg,0.9722721022287234,0.9722721022287234,0.8209885822941083,2394784016313304.0,0.8829639311343668,1.1170360688656333,0.6683135577508608,14976448180189.066,0.6990770285203071,1.3009229714796928,0.4698840915865551,3468465426741.808,0.12915253328378373,1.8708474667162163,0.0809230674351713,1573500352592.8276
VOC,5,cae_pso,2008_008683_jpg.rf.23bcd9d1ba86fb4d1e79f43a89743c60.jpg,0.9890145648213533,0.9890145648213533,0.8155975986774497,2394784016313304.0,0.9926403553271578,1.0073596446728421,0.560914510228377,14976448180189.066,0.5390282716796306,0.5390282716796306,0.032543157313123294,3468465426741.808,0.5489151299677169,0.5489151299677169,-0.10223340911241952,1573500352592.8276
VOC,5,bm3d,2009_002054_jpg.rf.f7c0c299da93a1ba1bce97036df88de7.jpg,0.9999304176227124,1.0000695823772876,0.9901958401595841,1479673767928679.8,0.938051598591124,0.938051598591124,0.7469956281344292,3469224019417.835,0.8602931557438671,0.8602931557438671,0.5559842913237225,735777365069.8307,0.8096400037210498,0.8096400037210498,0.4172942124058442,356593586702.99316
VOC,5,gaussian_filter,2009_002054_jpg.rf.f7c0c299da93a1ba1bce97036df88de7.jpg,0.9983164430674738,0.9983164430674738,0.9854580203950617,1479673767928679.8,0.4123689821796871,0.41236898217968715,0.5124012232966695,3469224019417.835,0.1770359693410931,0.17703596934109306,0.2022392260082979,735777365069.8307,0.16184225268563357,0.16184225268563357,0.10510710660170408,356593586702.99316
VOC,5,autoencoder,2009_002054_jpg.rf.f7c0c299da93a1ba1bce97036df88de7.jpg,0.947186945789361,0.947186945789361,0.7866270301936922,1479673767928679.8,0.9254800916816102,0.92548009168161,0.2806699130575654,3469224019417.835,0.6674375426738328,0.6674375426738328,-0.2270856426154828,735777365069.8307,0.889743852728998,0.8897438527289979,-0.3648876059477275,356593586702.99316
VOC,5,dncnn,2009_002054_jpg.rf.f7c0c299da93a1ba1bce97036df88de7.jpg,0.9602131226160331,0.9602131226160331,0.7870891282884388,1479673767928679.8,0.7897987945517033,1.2102012054482967,0.3918992825947085,3469224019417.835,0.17132169995998425,1.8286783000400157,-0.051707517124576885,735777365069.8307,0.0,4.023009130690725,-0.8404415052584113,356593586702.99316
VOC,5,cae_pso,2009_002054_jpg.rf.f7c0c299da93a1ba1bce97036df88de7.jpg,0.9701092316389591,0.9701092316389591,0.7789968968389767,1479673767928679.8,0.9071672022719688,0.9071672022719688,0.32480156811577976,3469224019417.835,0.7857317496341834,0.7857317496341834,-0.2362227931108951,735777365069.8307,0.905583827333228,0.905583827333228,-0.3711208057339743,356593586702.99316
VOC,5,bm3d,2009_003126_jpg.rf.17fa4972d5c49bd55f8e6fd549c72d35.jpg,0.9967489517515773,0.9967489517515773,0.9944843264297539,7178083080846855.0,0.9812873392874454,0.9812873392874454,0.8637759596039354,15925401943923.928,0.9609762881629546,0.9609762881629546,0.6889173109319884,3302261171201.2905,0.9496569136804689,0.9496569136804689,0.5539905272700376,1850566591160.6682
